R,a0,a2,a4,b3,b5,E
1.66,0.2,-0.0209246,0.000872977,0.000341939,0.013987,198.559
1.66,0.21,-0.0452068,0.00426016,-0.0014804,0.000262509,150.426
1.66,0.22,-0.0466754,0.00434716,-0.0015892,0.000278705,144.666
1.66,0.23,-0.0480624,0.00442171,-0.00169745,0.000294215,139.454
1.66,0.24,-0.049367,0.00448398,-0.00180464,0.000308942,134.721
1.67,0.2,-0.0219752,0.000966574,0.000334572,0.0136013,196.545
1.67,0.21,-0.0453739,0.00428633,-0.00148447,0.000263788,150.796
1.67,0.22,-0.0468466,0.00437365,-0.0015934,0.000280021,145.023
1.67,0.23,-0.0482372,0.00444846,-0.00170174,0.000295559,139.799
1.67,0.24,-0.0495451,0.00451089,-0.00180898,0.000310306,135.054
1.68,0.2,-0.0230217,0.00106337,0.000323851,0.0132132,194.597
1.68,0.21,-0.0455414,0.00431258,-0.00148863,0.000265084,151.17
1.68,0.22,-0.047018,0.00440022,-0.00159768,0.000281355,145.383
1.68,0.23,-0.0484123,0.00447526,-0.00170611,0.000296921,140.146
1.68,0.24,-0.0497233,0.00453784,-0.00181342,0.000311688,135.391
1.69,0.2,-0.0240645,0.00116367,0.000309743,0.0128222,192.714
1.69,0.21,-0.0457091,0.0043389,-0.00149287,0.000266397,151.547
1.69,0.22,-0.0471897,0.00442686,-0.00160205,0.000282706,145.747
1.69,0.23,-0.0485875,0.00450212,-0.00171057,0.000298301,140.497
1.69,0.24,-0.0499017,0.00456484,-0.00181794,0.000313086,135.731
1.7,0.2,-0.0251044,0.00126775,0.000292204,0.0124277,190.892
1.7,0.21,-0.0458771,0.00436531,-0.00149719,0.000267728,151.927
1.7,0.22,-0.0473616,0.00445357,-0.0016065,0.000284074,146.113
1.7,0.23,-0.0487629,0.00452904,-0.00171512,0.000299697,140.851
1.7,0.24,-0.0500802,0.00459189,-0.00182255,0.000314501,136.074
1.71,0.2,-0.026142,0.00137591,0.000271179,0.0120292,189.131
1.71,0.21,-0.0460455,0.00439178,-0.00150159,0.000269077,152.311
1.71,0.22,-0.0475338,0.00448034,-0.00161103,0.00028546,146.482
1.71,0.23,-0.0489386,0.00455602,-0.00171975,0.000301112,141.208
1.71,0.24,-0.0502588,0.00461898,-0.00182725,0.000315934,136.419
1.72,0.2,-0.0271781,0.00148841,0.000246603,0.0116261,187.43
1.72,0.21,-0.0462141,0.00441834,-0.00150606,0.000270443,152.697
1.72,0.22,-0.0477063,0.00450718,-0.00161565,0.000286864,146.855
1.72,0.23,-0.0491144,0.00458305,-0.00172447,0.000302543,141.568
1.72,0.24,-0.0504376,0.00464612,-0.00183203,0.000317383,136.767
1.73,0.2,-0.0282134,0.00160552,0.000218401,0.0112182,185.789
1.73,0.21,-0.046383,0.00444496,-0.00151062,0.000271826,153.087
1.73,0.22,-0.047879,0.00453408,-0.00162035,0.000288285,147.23
1.73,0.23,-0.0492904,0.00461014,-0.00172927,0.000303992,141.93
1.73,0.24,-0.0506165,0.0046733,-0.00183691,0.000318849,137.118
1.74,0.2,-0.0292485,0.00172749,0.00018649,0.010805,184.207
1.74,0.21,-0.0465522,0.00447165,-0.00151526,0.000273227,153.479
1.74,0.22,-0.0480519,0.00456105,-0.00162512,0.000289724,147.608
1.74,0.23,-0.0494666,0.00463727,-0.00173416,0.000305458,142.296
1.74,0.24,-0.0507955,0.00470052,-0.00184186,0.000320333,137.472
1.75,0.2,-0.0302841,0.00185454,0.000150778,0.0103862,182.687
1.75,0.21,-0.0467216,0.00449841,-0.00151997,0.000274645,153.874
1.75,0.22,-0.0482251,0.00458807,-0.00162999,0.00029118,147.989
1.75,0.23,-0.049643,0.00466446,-0.00173913,0.000306942,142.663
1.75,0.24,-0.0509747,0.00472778,-0.00184691,0.000321833,137.828
1.76,0.2,-0.0313208,0.00198688,0.000111164,0.00996154,181.228
1.76,0.21,-0.0468913,0.00452524,-0.00152476,0.000276081,154.272
1.76,0.22,-0.0483984,0.00461515,-0.00163493,0.000292654,148.372
1.76,0.23,-0.0498196,0.0046917,-0.00174419,0.000308443,143.034
1.76,0.24,-0.051154,0.00475508,-0.00185204,0.000323351,138.187
1.77,0.2,-0.032359,0.00212465,6.75438e-05,0.00953074,179.834
1.77,0.21,-0.0470612,0.00455213,-0.00152964,0.000277533,154.673
1.77,0.22,-0.048572,0.00464229,-0.00163995,0.000294145,148.759
1.77,0.23,-0.0499963,0.00471899,-0.00174933,0.000309962,143.407
1.77,0.24,-0.0513334,0.00478242,-0.00185725,0.000324886,138.548
1.78,0.2,-0.033399,0.00226799,1.98069e-05,0.00909364,178.505
1.78,0.21,-0.0472313,0.00457907,-0.00153458,0.000279003,155.076
1.78,0.22,-0.0487457,0.00466948,-0.00164506,0.000295654,149.148
1.78,0.23,-0.0501732,0.00474632,-0.00175455,0.000311498,143.783
1.78,0.24,-0.0515129,0.0048098,-0.00186255,0.000326437,138.912
1.79,0.2,-0.0344409,0.00241694,-3.21623e-05,0.00865012,177.245
1.79,0.21,-0.0474016,0.00460608,-0.00153961,0.000280491,155.482
1.79,0.22,-0.0489197,0.00469672,-0.00165024,0.00029718,149.539
1.79,0.23,-0.0503502,0.00477369,-0.00175986,0.000313051,144.161
1.79,0.24,-0.0516925,0.0048372,-0.00186794,0.000328006,139.278
1.8,0.2,-0.0354847,0.0025715,-8.84849e-05,0.00820004,176.056
1.8,0.21,-0.0475722,0.00463314,-0.00154471,0.000281995,155.891
1.8,0.22,-0.0490938,0.00472401,-0.0016555,0.000298723,149.933
1.8,0.23,-0.0505274,0.00480111,-0.00176524,0.000314621,144.542
1.8,0.24,-0.0518722,0.00486465,-0.00187341,0.000329592,139.646
1.81,0.2,-0.0365301,0.00273158,-0.000149291,0.00774325,174.941
1.81,0.21,-0.0477429,0.00466025,-0.00154989,0.000283517,156.302
1.81,0.22,-0.0492681,0.00475135,-0.00166085,0.000300284,150.329
1.81,0.23,-0.0507047,0.00482856,-0.00177071,0.000316209,144.925
1.81,0.24,-0.052052,0.00489212,-0.00187896,0.000331195,140.017
1.82,0.2,-0.0375763,0.00289701,-0.000214724,0.00727951,173.903
1.82,0.21,-0.0479138,0.00468741,-0.00155514,0.000285056,156.716
1.82,0.22,-0.0494425,0.00477873,-0.00166627,0.000301862,150.728
1.82,0.23,-0.0508821,0.00485606,-0.00177626,0.000317814,145.31
1.82,0.24,-0.0522319,0.00491962,-0.0018846,0.000332815,140.39
1.83,0.2,-0.0386225,0.00306754,-0.000284958,0.00680839,172.944
1.83,0.21,-0.0480849,0.00471462,-0.00156047,0.000286612,157.132
1.83,0.22,-0.0496171,0.00480615,-0.00167177,0.000303457,151.13
1.83,0.23,-0.0510596,0.00488358,-0.0017819,0.000319436,145.698
1.83,0.24,-0.0524119,0.00494715,-0.00189032,0.000334452,140.766
1.84,0.2,-0.0396673,0.0032428,-0.000360214,0.00632911,172.067
1.84,0.21,-0.0482561,0.00474188,-0.00156588,0.000288185,157.551
1.84,0.22,-0.0497917,0.00483361,-0.00167735,0.000305069,151.533
1.84,0.23,-0.0512372,0.00491114,-0.00178761,0.000321076,146.088
1.84,0.24,-0.0525919,0.0049747,-0.00189613,0.000336106,141.143
1.85,0.2,-0.0407093,0.0034224,-0.000440804,0.00584029,171.272
1.85,0.21,-0.0484275,0.00476917,-0.00157136,0.000289775,157.972
1.85,0.22,-0.0499665,0.0048611,-0.00168301,0.000306699,151.939
1.85,0.23,-0.051415,0.00493873,-0.00179341,0.000322733,146.48
1.85,0.24,-0.052772,0.00500227,-0.00190202,0.000337777,141.523
1.86,0.2,-0.0417466,0.00360584,-0.000527194,0.00533962,170.561
1.86,0.21,-0.0485989,0.0047965,-0.00157692,0.000291381,158.396
1.86,0.22,-0.0501415,0.00488863,-0.00168875,0.000308346,152.347
1.86,0.23,-0.0515927,0.00496634,-0.00179929,0.000324407,146.875
1.86,0.24,-0.0529521,0.00502986,-0.00190799,0.000339465,141.905
1.87,0.2,-0.0427773,0.00379265,-0.00062012,0.00482316,169.933
1.87,0.21,-0.0487705,0.00482386,-0.00158255,0.000293005,158.822
1.87,0.22,-0.0503164,0.00491619,-0.00169457,0.000310009,152.758
1.87,0.23,-0.0517706,0.00499398,-0.00180524,0.000326097,147.271
1.87,0.24,-0.0531322,0.00505748,-0.00191404,0.00034117,142.289
1.88,0.2,-0.0437993,0.00398238,-0.000720808,0.00428419,169.388
1.88,0.21,-0.0489422,0.00485126,-0.00158826,0.000294646,159.25
1.88,0.22,-0.0504915,0.00494377,-0.00170046,0.00031169,153.171
1.88,0.23,-0.0519485,0.00502164,-0.00181128,0.000327806,147.67
1.88,0.24,-0.0533124,0.0050851,-0.00192018,0.000342891,142.675
1.89,0.2,-0.0448107,0.00417475,-0.000831444,0.00371072,168.922
1.89,0.21,-0.0491139,0.00487868,-0.00159404,0.000296303,159.68
1.89,0.22,-0.0506666,0.00497138,-0.00170643,0.000313388,153.585
1.89,0.23,-0.0521264,0.00504932,-0.0018174,0.000329531,148.071
1.89,0.24,-0.0534926,0.00511274,-0.0019264,0.00034463,143.064
1.9,0.2,-0.0458093,0.00436987,-0.000956358,0.00307903,168.534
1.9,0.21,-0.0492857,0.00490612,-0.00159989,0.000297977,160.113
1.9,0.22,-0.0508418,0.00499901,-0.00171248,0.000315103,154.002
1.9,0.23,-0.0523044,0.00507702,-0.0018236,0.000331273,148.474
1.9,0.24,-0.0536728,0.00514039,-0.0019327,0.000346386,143.454
1.91,0.2,-0.0478051,0.00482534,-0.00149211,0.000281647,167.344
1.91,0.21,-0.0494575,0.00493359,-0.00160582,0.000299668,160.547
1.91,0.22,-0.051017,0.00502666,-0.00171861,0.000316835,154.421
1.91,0.23,-0.0524824,0.00510472,-0.00182987,0.000333032,148.879
1.91,0.24,-0.053853,0.00516804,-0.00193909,0.000348158,143.846
1.92,0.2,-0.047973,0.00485253,-0.00149787,0.000283299,167.798
1.92,0.21,-0.0496294,0.00496107,-0.00161183,0.000301375,160.984
1.92,0.22,-0.0511922,0.00505431,-0.00172481,0.000318583,154.842
1.92,0.23,-0.0526604,0.00513244,-0.00183623,0.000334808,149.286
1.92,0.24,-0.0540331,0.0051957,-0.00194555,0.000349947,144.24
1.93,0.2,-0.0481409,0.00487972,-0.0015037,0.000284968,168.254
1.93,0.21,-0.0498013,0.00498857,-0.0016179,0.000303099,161.423
1.93,0.22,-0.0513675,0.00508198,-0.00173109,0.000320349,155.266
1.93,0.23,-0.0528384,0.00516016,-0.00184267,0.0003366,149.694
1.93,0.24,-0.0542133,0.00522336,-0.0019521,0.000351753,144.636
1.94,0.2,-0.0483089,0.00490693,-0.00150961,0.000286653,168.713
1.94,0.21,-0.0499732,0.00501607,-0.00162406,0.000304839,161.864
1.94,0.22,-0.0515427,0.00510966,-0.00173744,0.000322131,155.691
1.94,0.23,-0.0530163,0.00518789,-0.00184918,0.00033841,150.105
1.94,0.24,-0.0543934,0.00525102,-0.00195873,0.000353576,145.034
1.95,0.2,-0.0484768,0.00493415,-0.00151558,0.000288354,169.174
1.95,0.21,-0.050145,0.00504358,-0.00163028,0.000306596,162.307
1.95,0.22,-0.0517178,0.00513734,-0.00174388,0.00032393,156.118
1.95,0.23,-0.0531942,0.00521561,-0.00185578,0.000340237,150.518
1.95,0.24,-0.0545734,0.00527868,-0.00196543,0.000355415,145.434
1.96,0.2,-0.0486447,0.00496137,-0.00152162,0.000290072,169.636
1.96,0.21,-0.0503168,0.00507109,-0.00163658,0.00030837,162.752
1.96,0.22,-0.051893,0.00516502,-0.00175038,0.000325745,156.547
1.96,0.23,-0.0533721,0.00524334,-0.00186245,0.00034208,150.932
1.96,0.24,-0.0547534,0.00530633,-0.00197222,0.000357271,145.835
1.97,0.2,-0.0488125,0.00498859,-0.00152774,0.000291805,170.101
1.97,0.21,-0.0504886,0.0050986,-0.00164295,0.000310159,163.198
1.97,0.22,-0.0520681,0.00519269,-0.00175697,0.000327578,156.977
1.97,0.23,-0.0535499,0.00527105,-0.00186921,0.00034394,151.349
1.97,0.24,-0.0549333,0.00533397,-0.0019791,0.000359144,146.238
1.98,0.2,-0.0489803,0.0050158,-0.00153392,0.000293554,170.568
1.98,0.21,-0.0506603,0.00512611,-0.00164939,0.000311965,163.647
1.98,0.22,-0.0522431,0.00522036,-0.00176363,0.000329426,157.41
1.98,0.23,-0.0537276,0.00529876,-0.00187604,0.000345817,151.767
1.98,0.24,-0.0551131,0.00536159,-0.00198605,0.000361033,146.643
1.99,0.2,-0.0491479,0.00504301,-0.00154017,0.000295319,171.036
1.99,0.21,-0.0508319,0.0051536,-0.00165591,0.000313788,164.098
1.99,0.22,-0.052418,0.00524802,-0.00177037,0.000331292,157.845
1.99,0.23,-0.0539052,0.00532645,-0.00188295,0.00034771,152.187
1.99,0.24,-0.0552928,0.0053892,-0.00199308,0.000362939,147.05
2,0.2,-0.0493155,0.0050702,-0.0015465,0.000297099,171.507
2,0.21,-0.0510033,0.00518108,-0.0016625,0.000315627,164.55
2,0.22,-0.0525928,0.00527566,-0.00177718,0.000333174,158.281
2,0.23,-0.0540827,0.00535413,-0.00188994,0.00034962,152.609
2,0.24,-0.0554724,0.00541679,-0.0020002,0.000364862,147.458
2.01,0.2,-0.0494829,0.00509737,-0.00155289,0.000298896,171.979
2.01,0.21,-0.0511747,0.00520854,-0.00166917,0.000317481,165.005
2.01,0.22,-0.0527675,0.00530328,-0.00178407,0.000335072,158.719
2.01,0.23,-0.0542601,0.00538179,-0.00189701,0.000351547,153.032
2.01,0.24,-0.0556518,0.00544435,-0.00200739,0.000366801,147.868
2.02,0.2,-0.0496502,0.00512453,-0.00155935,0.000300708,172.454
2.02,0.21,-0.051346,0.00523599,-0.0016759,0.000319353,165.461
2.02,0.22,-0.052942,0.00533088,-0.00179104,0.000336987,159.159
2.02,0.23,-0.0544373,0.00540942,-0.00190415,0.00035349,153.457
2.02,0.24,-0.0558311,0.00547189,-0.00201467,0.000368756,148.28
2.03,0.2,-0.0498174,0.00515165,-0.00156589,0.000302536,172.93
2.03,0.21,-0.051517,0.0052634,-0.00168271,0.00032124,165.919
2.03,0.22,-0.0531164,0.00535846,-0.00179808,0.000338919,159.6
2.03,0.23,-0.0546144,0.00543702,-0.00191138,0.00035545,153.884
2.03,0.24,-0.0560102,0.0054994,-0.00202202,0.000370728,148.693
2.04,0.2,-0.0499843,0.00517875,-0.00157249,0.00030438,173.408
2.04,0.21,-0.0516879,0.00529079,-0.0016896,0.000323143,166.379
2.04,0.22,-0.0532907,0.005386,-0.0018052,0.000340867,160.044
2.04,0.23,-0.0547914,0.0054646,-0.00191868,0.000357426,154.312
2.04,0.24,-0.0561892,0.00552688,-0.00202946,0.000372717,149.108
2.05,0.2,-0.0501511,0.00520581,-0.00157916,0.00030624,173.888
2.05,0.21,-0.0518587,0.00531814,-0.00169656,0.000325063,166.84
2.05,0.22,-0.0534647,0.00541351,-0.0018124,0.000342831,160.489
2.05,0.23,-0.0549681,0.00549214,-0.00192607,0.000359419,154.742
2.05,0.24,-0.056368,0.00555432,-0.00203698,0.000374722,149.525
2.06,0.2,-0.0503177,0.00523284,-0.00158591,0.000308115,174.369
2.06,0.21,-0.0520292,0.00534546,-0.00170359,0.000326999,167.303
2.06,0.22,-0.0536386,0.00544099,-0.00181967,0.000344811,160.935
2.06,0.23,-0.0551447,0.00551964,-0.00193353,0.000361428,155.174
2.06,0.24,-0.0565466,0.00558173,-0.00204458,0.000376743,149.943
2.07,0.2,-0.050484,0.00525982,-0.00159272,0.000310006,174.852
2.07,0.21,-0.0521995,0.00537273,-0.00171069,0.00032895,167.768
2.07,0.22,-0.0538122,0.00546842,-0.00182702,0.000346808,161.383
2.07,0.23,-0.055321,0.0055471,-0.00194107,0.000363454,155.607
2.07,0.24,-0.056725,0.00560908,-0.00205226,0.000378781,150.362
2.08,0.2,-0.0506501,0.00528676,-0.00159961,0.000311912,175.337
2.08,0.21,-0.0523695,0.00539996,-0.00171787,0.000330918,168.234
2.08,0.22,-0.0539856,0.00549581,-0.00183444,0.000348821,161.833
2.08,0.23,-0.0554971,0.00557451,-0.00194869,0.000365496,156.041
2.08,0.24,-0.0569031,0.0056364,-0.00206002,0.000380835,150.783
2.09,0.2,-0.0508159,0.00531365,-0.00160657,0.000313834,175.824
2.09,0.21,-0.0525393,0.00542714,-0.00172513,0.000332902,168.702
2.09,0.22,-0.0541588,0.00552314,-0.00184195,0.000350851,162.284
2.09,0.23,-0.055673,0.00560188,-0.00195639,0.000367555,156.477
2.09,0.24,-0.057081,0.00566366,-0.00206786,0.000382906,151.206
2.1,0.2,-0.0509814,0.00534048,-0.00161359,0.000315772,176.312
2.1,0.21,-0.0527089,0.00545426,-0.00173245,0.000334902,169.172
2.1,0.22,-0.0543317,0.00555043,-0.00184953,0.000352897,162.737
2.1,0.23,-0.0558486,0.00562919,-0.00196417,0.00036963,156.915
2.1,0.24,-0.0572587,0.00569087,-0.00207579,0.000384993,151.63
2.11,0.2,-0.0511467,0.00536725,-0.00162069,0.000317726,176.802
2.11,0.21,-0.0528781,0.00548133,-0.00173986,0.000336918,169.643
2.11,0.22,-0.0545043,0.00557766,-0.00185718,0.000354959,163.191
2.11,0.23,-0.0560239,0.00565645,-0.00197203,0.000371721,157.354
2.11,0.24,-0.0574361,0.00571803,-0.0020838,0.000387096,152.055
2.12,0.2,-0.0513116,0.00539396,-0.00162787,0.000319695,177.294
2.12,0.21,-0.0530471,0.00550834,-0.00174734,0.00033895,170.116
2.12,0.22,-0.0546766,0.00560483,-0.00186492,0.000357038,163.647
2.12,0.23,-0.056199,0.00568365,-0.00197997,0.00037383,157.795
2.12,0.24,-0.0576132,0.00574513,-0.00209188,0.000389216,152.482
2.13,0.2,-0.0514762,0.00542061,-0.00163511,0.00032168,177.787
2.13,0.21,-0.0532157,0.00553528,-0.00175489,0.000340999,170.59
2.13,0.22,-0.0548487,0.00563193,-0.00187273,0.000359133,164.104
2.13,0.23,-0.0563737,0.00571078,-0.00198799,0.000375954,158.237
2.13,0.24,-0.0577901,0.00577216,-0.00210005,0.000391353,152.91
2.14,0.2,-0.0516405,0.00544718,-0.00164243,0.000323681,178.281
2.14,0.21,-0.053384,0.00556215,-0.00176252,0.000343063,171.066
2.14,0.22,-0.0550204,0.00565897,-0.00188062,0.000361245,164.563
2.14,0.23,-0.0565482,0.00573785,-0.00199609,0.000378095,158.68
2.14,0.24,-0.0579666,0.00579912,-0.00210831,0.000393505,153.339
2.15,0.2,-0.0518044,0.00547368,-0.00164982,0.000325697,178.778
2.15,0.21,-0.053552,0.00558895,-0.00177022,0.000345144,171.543
2.15,0.22,-0.0551917,0.00568593,-0.00188859,0.000363372,165.023
2.15,0.23,-0.0567223,0.00576484,-0.00200427,0.000380252,159.125
2.15,0.24,-0.0581428,0.00582602,-0.00211664,0.000395675,153.77
2.16,0.2,-0.051968,0.0055001,-0.00165728,0.00032773,179.275
2.16,0.21,-0.0537196,0.00561567,-0.001778,0.00034724,172.021
2.16,0.22,-0.0553627,0.00571282,-0.00189664,0.000365517,165.485
2.16,0.23,-0.0568961,0.00579177,-0.00201253,0.000382426,159.571
2.16,0.24,-0.0583187,0.00585284,-0.00212506,0.00039786,154.202
2.17,0.2,-0.0521311,0.00552643,-0.00166482,0.000329778,179.774
2.17,0.21,-0.0538868,0.00564231,-0.00178586,0.000349353,172.502
2.17,0.22,-0.0555334,0.00573963,-0.00190477,0.000367677,165.948
2.17,0.23,-0.0570695,0.00581861,-0.00202088,0.000384617,160.018
2.17,0.24,-0.0584942,0.00587959,-0.00213356,0.000400062,154.636
2.18,0.2,-0.0522939,0.00555268,-0.00167243,0.000331842,180.275
2.18,0.21,-0.0540536,0.00566887,-0.0017938,0.000351483,172.983
2.18,0.22,-0.0557037,0.00576635,-0.00191298,0.000369855,166.412
2.18,0.23,-0.0572426,0.00584537,-0.00202931,0.000386824,160.467
2.18,0.24,-0.0586694,0.00590625,-0.00214215,0.000402281,155.07
2.19,0.2,-0.0524562,0.00557884,-0.00168012,0.000333922,180.777
2.19,0.21,-0.05422,0.00569533,-0.00180182,0.000353628,173.466
2.19,0.22,-0.0558735,0.00579299,-0.00192127,0.000372048,166.877
2.19,0.23,-0.0574152,0.00587205,-0.00203782,0.000389048,160.917
2.19,0.24,-0.0588442,0.00593284,-0.00215082,0.000404516,155.506
2.2,0.2,-0.0526181,0.00560491,-0.00168788,0.000336018,181.281
2.2,0.21,-0.054386,0.00572171,-0.00180991,0.000355791,173.95
2.2,0.22,-0.056043,0.00581954,-0.00192964,0.000374259,167.344
2.2,0.23,-0.0575875,0.00589864,-0.00204641,0.000391289,161.368
2.2,0.24,-0.0590186,0.00595933,-0.00215958,0.000406768,155.943
2.21,0.2,-0.0527796,0.00563088,-0.00169572,0.000338131,181.785
2.21,0.21,-0.0545516,0.00574798,-0.00181808,0.000357969,174.436
2.21,0.22,-0.056212,0.005846,-0.0019381,0.000376486,167.813
2.21,0.23,-0.0577594,0.00592514,-0.00205509,0.000393546,161.821
2.21,0.24,-0.0591927,0.00598574,-0.00216842,0.000409036,156.382
2.22,0.2,-0.0529406,0.00565674,-0.00170364,0.000340259,182.292
2.22,0.21,-0.0547167,0.00577416,-0.00182634,0.000360164,174.923
2.22,0.22,-0.0563807,0.00587236,-0.00194663,0.00037873,168.282
2.22,0.23,-0.0579309,0.00595154,-0.00206385,0.00039582,162.275
2.22,0.24,-0.0593663,0.00601205,-0.00217735,0.000411322,156.821
2.23,0.2,-0.0531011,0.0056825,-0.00171164,0.000342404,182.799
2.23,0.21,-0.0548814,0.00580024,-0.00183467,0.000362376,175.411
2.23,0.22,-0.0565488,0.00589861,-0.00195525,0.000380991,168.753
2.23,0.23,-0.0581019,0.00597784,-0.00207269,0.000398111,162.73
2.23,0.24,-0.0595395,0.00603827,-0.00218636,0.000413624,157.262
2.24,0.2,-0.0532611,0.00570815,-0.00171971,0.000344566,183.308
2.24,0.21,-0.0550456,0.00582621,-0.00184308,0.000364605,175.9
2.24,0.22,-0.0567165,0.00592477,-0.00196395,0.000383268,169.225
2.24,0.23,-0.0582725,0.00600404,-0.00208162,0.000400419,163.186
2.24,0.24,-0.0597123,0.00606438,-0.00219546,0.000415943,157.704
2.25,0.2,-0.0534207,0.00573369,-0.00172786,0.000346744,183.818
2.25,0.21,-0.0552093,0.00585207,-0.00185158,0.00036685,176.391
2.25,0.22,-0.0568838,0.00595081,-0.00197274,0.000385563,169.698
2.25,0.23,-0.0584426,0.00603014,-0.00209064,0.000402744,163.644
2.25,0.24,-0.0598846,0.00609039,-0.00220465,0.000418278,158.147
2.26,0.2,-0.0535797,0.00575912,-0.0017361,0.000348938,184.33
2.26,0.21,-0.0553725,0.00587781,-0.00186016,0.000369113,176.883
2.26,0.22,-0.0570505,0.00597674,-0.00198161,0.000387875,170.173
2.26,0.23,-0.0586123,0.00605613,-0.00209975,0.000405086,164.102
2.26,0.24,-0.0600565,0.0061163,-0.00221393,0.000420631,158.592
2.27,0.2,-0.0537382,0.00578442,-0.00174441,0.00035115,184.843
2.27,0.21,-0.0555352,0.00590344,-0.00186883,0.000371392,177.376
2.27,0.22,-0.0572168,0.00600256,-0.00199057,0.000390204,170.648
2.27,0.23,-0.0587814,0.006082,-0.00210894,0.000407445,164.562
2.27,0.24,-0.0602279,0.0061421,-0.00222329,0.000423001,159.037
2.28,0.2,-0.0538962,0.0058096,-0.00175281,0.000353379,185.357
2.28,0.21,-0.0556973,0.00592894,-0.00187758,0.000373689,177.871
2.28,0.22,-0.0573826,0.00602826,-0.00199962,0.000392551,171.125
2.28,0.23,-0.0589501,0.00610776,-0.00211822,0.000409822,165.023
2.28,0.24,-0.0603989,0.00616778,-0.00223275,0.000425388,159.483
2.29,0.2,-0.0540536,0.00583465,-0.00176129,0.000355624,185.872
2.29,0.21,-0.055859,0.00595433,-0.00188641,0.000376004,178.367
2.29,0.22,-0.0575478,0.00605384,-0.00200875,0.000394915,171.603
2.29,0.23,-0.0591183,0.0061334,-0.00212759,0.000412216,165.485
2.29,0.24,-0.0605693,0.00619335,-0.00224229,0.000427793,159.931
2.3,0.2,-0.0542105,0.00585958,-0.00176986,0.000357887,186.389
2.3,0.21,-0.0560201,0.00597958,-0.00189533,0.000378335,178.864
2.3,0.22,-0.0577125,0.00607929,-0.00201797,0.000397296,172.082
2.3,0.23,-0.059286,0.00615892,-0.00213706,0.000414628,165.948
2.3,0.24,-0.0607393,0.0062188,-0.00225193,0.000430215,160.38
2.31,0.2,-0.0543669,0.00588437,-0.00177851,0.000360168,186.907
2.31,0.21,-0.0561806,0.00600471,-0.00190435,0.000380685,179.362
2.31,0.22,-0.0578767,0.00610462,-0.00202728,0.000399696,172.563
2.31,0.23,-0.0594531,0.00618431,-0.00214661,0.000417058,166.412
2.31,0.24,-0.0609088,0.00624413,-0.00226166,0.000432654,160.829
2.32,0.2,-0.0545226,0.00590903,-0.00178725,0.000362466,187.426
2.32,0.21,-0.0563406,0.0060297,-0.00191344,0.000383052,179.861
2.32,0.22,-0.0580403,0.00612981,-0.00203669,0.000402113,173.044
2.32,0.23,-0.0596197,0.00620958,-0.00215625,0.000419505,166.878
2.32,0.24,-0.0610777,0.00626933,-0.00227149,0.000435111,161.28
2.33,0.2,-0.0546778,0.00593355,-0.00179607,0.000364782,187.946
2.33,0.21,-0.0565,0.00605456,-0.00192263,0.000385438,180.361
2.33,0.22,-0.0582034,0.00615488,-0.00204618,0.000404549,173.526
2.33,0.23,-0.0597858,0.00623472,-0.00216599,0.000421971,167.344
2.33,0.24,-0.0612461,0.00629441,-0.0022814,0.000437586,161.732
2.34,0.2,-0.0548323,0.00595793,-0.00180499,0.000367116,188.467
2.34,0.21,-0.0566589,0.00607927,-0.00193191,0.000387842,180.863
2.34,0.22,-0.0583658,0.0061798,-0.00205577,0.000407003,174.01
2.34,0.23,-0.0599513,0.00625972,-0.00217583,0.000424455,167.811
2.34,0.24,-0.061414,0.00631936,-0.00229142,0.000440079,162.185
2.35,0.2,-0.0549863,0.00598216,-0.00181399,0.000369469,188.99
2.35,0.21,-0.0568171,0.00610385,-0.00194129,0.000390264,181.365
2.35,0.22,-0.0585277,0.00620459,-0.00206545,0.000409475,174.495
2.35,0.23,-0.0601163,0.00628458,-0.00218576,0.000426957,168.28
2.35,0.24,-0.0615814,0.00634417,-0.00230153,0.00044259,162.639
2.36,0.2,-0.0551396,0.00600625,-0.00182309,0.00037184,189.514
2.36,0.21,-0.0569747,0.00612827,-0.00195076,0.000392705,181.869
2.36,0.22,-0.0586891,0.00622923,-0.00207523,0.000411967,174.98
2.36,0.23,-0.0602807,0.00630931,-0.00219578,0.000429478,168.749
2.36,0.24,-0.0617481,0.00636884,-0.00231173,0.00044512,163.093
2.37,0.2,-0.0552924,0.00603019,-0.00183228,0.00037423,190.038
2.37,0.21,-0.0571318,0.00615256,-0.00196032,0.000395165,182.374
2.37,0.22,-0.0588498,0.00625373,-0.00208511,0.000414477,175.467
2.37,0.23,-0.0604445,0.00633389,-0.0022059,0.000432017,169.22
2.37,0.24,-0.0619144,0.00639338,-0.00232204,0.000447668,163.549
2.38,0.2,-0.0554445,0.00605397,-0.00184156,0.000376639,190.564
2.38,0.21,-0.0572882,0.00617669,-0.00196998,0.000397644,182.879
2.38,0.22,-0.0590099,0.00627808,-0.00209508,0.000417006,175.955
2.38,0.23,-0.0606077,0.00635833,-0.00221613,0.000434576,169.691
2.38,0.24,-0.06208,0.00641778,-0.00233245,0.000450235,164.006
2.39,0.2,-0.0555959,0.0060776,-0.00185094,0.000379067,191.091
2.39,0.21,-0.0574439,0.00620066,-0.00197973,0.000400143,183.386
2.39,0.22,-0.0591694,0.00630228,-0.00210515,0.000419555,176.444
2.39,0.23,-0.0607703,0.00638262,-0.00222645,0.000437154,170.164
