R,a0,a2,a4,b3,b5,E
1.13,0.40994981412639403,-0.041856549776951676,0.0020856299591078065,-0.0028639765148698888,0.0002663632682156134,86.46450288104089
1.1284393063583822,0.41000000000000003,-0.041769181502890204,0.002076671849710986,-0.002861591271676302,0.0002654377514450871,86.46480578034682
1.125,0.41011495363214834,-0.04157474333462133,0.0020568020991112834,-0.0028561991383307572,0.00026336821416151474,86.46593680448223
1.12,0.41030760301799185,-0.04128996123041207,0.0020275886825304704,-0.0028483610737086475,0.0002603234033662217,86.46499059779455
1.115,0.41052606084092225,-0.04099629476845572,0.0019976195824452626,-0.0028400489381902733,0.0002571380452431699,86.46667586708003
1.11,0.41077139530370654,-0.04069789857364642,0.001967198116631089,-0.002831538750242577,0.0002538761344847662,86.46587336503008
1.105,0.4110437317784256,-0.04038841344023324,0.0019359244198250726,-0.0028223693965014575,0.00025043892827988337,86.46796052478135
1.1,0.4113441697488808,-0.04007902531633248,0.0019043907854779036,-0.0028133959801440534,0.0002469989535721236,86.46696736422035
1.095,0.4116738155585884,-0.039759778056151295,0.001872039732891401,-0.0028038731351140572,0.00024340265012673027,86.46872917722753
1.09,0.41203182972075764,-0.03943090556531927,0.001839030765475493,-0.0027937531409880883,0.00023965479232571763,86.46828079476664
1.085,0.4124198279233477,-0.039088781795072344,0.001805084801525224,-0.0027827920668752446,0.00023569987583105188,86.4709074403598
1.08,0.41283839373163567,-0.03875106530852106,0.0017710164838393725,-0.002772417504407444,0.00023180720411361403,86.46982133202742
1.075,0.41328820875024525,-0.03840253514812634,0.0017360952079654688,-0.002761404005297233,0.00022774321493035103,86.47170436531292
1.07,0.41377063679245285,-0.03803671989976415,0.001700206073113207,-0.002749148484669811,0.00022341126415094333,86.47160191627358
1.065,0.4142852923803899,-0.037671956556408724,0.001663904988186649,-0.002737269878913172,0.0002190879958653276,86.47346355581806
1.06,0.41483336619996064,-0.03728504324590809,0.001626475551173337,-0.002723700942614869,0.00021442475941628854,86.47368006310391
1.0585702199661597,0.415,-0.03716994593908633,0.0016154840609137093,-0.0027195138494077852,0.00021302241708967903,86.47471489001691
1.055,0.41543317593923224,-0.036880765048244696,0.0015878045493738437,-0.0027090286748101,0.00020949095083145125,86.4755989940464
1.05,0.41607568901686554,-0.03648785726038667,0.0015490958700123398,-0.002695686750308515,0.00020472057054709983,86.47189543397778
1.045,0.4167556150834535,-0.036076611982278996,0.001509250770657325,-0.0026810458077477844,0.00019966545343086747,86.47178034205646
1.04,0.417474705760892,-0.03564456529010943,0.0014683223993392522,-0.002664820305595705,0.00019429242122651243,86.4692485649391
1.035,0.4182333471245345,-0.03520582705833677,0.0014266547393462963,-0.002648338260239967,0.00018881219673148522,86.46930630947456
1.03,0.41903296019900493,-0.03475137618159204,0.0013840723818407965,-0.0026307279757462687,0.00018309132307213935,86.46626638681593
1.025,0.41987435098650044,-0.03428236609553478,0.0013405038390446522,-0.002612135144340602,0.0001771456446521288,86.46651611630323
1.0242882352941174,0.42,-0.03421427299999998,0.0013342002941176454,-0.002609411035294117,0.00017627846941176449,86.46602952941177
1.02,0.42078930272845394,-0.033789712429623205,0.0012955061671719348,-0.0025917792269380684,0.00017084324112169754,86.46582074491121
1.015,0.42175564236111107,-0.033277802343749996,0.0012493060503472218,-0.002570023901909722,0.00016424902408854162,86.46915902777778
1.01,0.4227691973025886,-0.03274595542745269,0.0012021266434631285,-0.002546683558842724,0.00015736162910593872,86.46938455514466
1.005,0.42383148027032924,-0.03218529402659688,0.0011536411270983199,-0.002520929775452365,0.00015005491410507933,86.47422790494878
1.0,0.42494427447552446,-0.03163144007867133,0.0011046857812500002,-0.0024963240286276223,0.0001428257330638112,86.47334913680069
0.9997601128880528,0.42500000000000004,-0.03160270973659454,0.0011022619543744122,-0.0024949456585136405,0.00014244833678269048,86.47361072436499
0.9950000000000001,0.42615446041524074,-0.031025584451289074,0.0010534484525439197,-0.002467315714122747,0.00013484669085101527,86.47443335614875
0.99,0.4274233760292772,-0.0304248598810613,0.001001581855558097,-0.0024393857387923147,0.00012691593492680694,86.46908945562672
0.985,0.4287488532110092,-0.029789115286697244,0.0009483018410550454,-0.002408390360091743,0.00011848957499999992,86.46865183486237
0.9804805302402652,0.43,-0.029193504722452367,0.0008991585700082853,-0.002378659362054681,0.00011057302319801165,86.4646162386081
0.9799999999999999,0.43013902205177373,-0.02912722881112175,0.000893825261265579,-0.002375220527325023,0.00010969152579098737,86.46463633748802
0.975,0.4316466346153846,-0.02841366310096154,0.0008371084266826923,-0.002337506394230769,0.00010017688365384617,86.46915408653847
0.97,0.4332204002893658,-0.027669590933204723,0.0007792733807571737,-0.0022970557053291537,9.025229110200142e-05,86.46987468049191
0.965,0.43486215235792025,-0.02687900380894799,0.0007200850958887537,-0.002252125481257557,7.972221873035049e-05,86.47652568319226
0.9645963172804534,0.435,-0.026815826203966022,0.0007152325410764883,-0.0022486304178470267,7.887639405099166e-05,86.47649723796033
0.96,0.43664345403899724,-0.02608305222841225,0.0006588651935933145,-0.0022081007799442894,6.903962548746511e-05,86.47020682451253
0.955,0.43850736788617894,-0.025234613363821122,0.0005961292381859745,-0.00215901519308943,5.768128191056887e-05,86.46921431656503
0.9511576193590582,0.44000000000000006,-0.024554630346631776,0.0005469897259646821,-0.0021187046762589927,4.858998423806397e-05,86.4650135382603
0.9500000000000001,0.4404713715046604,-0.02433824492676433,0.0005319005555259666,-0.0021053821677762996,4.571276348868199e-05,86.46516362183755
0.945,0.44258887997861546,-0.023370244373162232,0.00046538756602512537,-0.002044883457631648,3.284998095428996e-05,86.47056909917133
0.94,0.44479731543624157,-0.022349826577181216,0.0003978027489932893,-0.0019790320510067122,1.9378646840268603e-05,86.47212367785235
0.9395579625292739,0.445,-0.0222548718969555,0.00039173518881733,-0.001972718946135831,1.813376369437935e-05,86.47285225409836
0.935,0.4471948125176205,-0.0212536348181562,0.0003276024813927272,-0.0019061988356357494,4.9728919622217775e-06,86.47272011559065
0.93,0.44970546587369026,-0.020135723307844786,0.00025568448683092497,-0.0018321025120362493,-9.762971028037621e-06,86.46488303596715
0.9294353963083607,0.45,-0.020002523995656916,0.000247442489685126,-0.0018230048968512498,-1.1503526275786943e-05,86.46473876221498
0.925,0.45243372058385467,-0.018888892895442353,0.0001817129593386949,-0.0017442134941912416,-2.587808631218358e-05,86.47032046470062
0.9205106826472121,0.45500000000000007,-0.017701448957790505,0.00011449475924960843,-0.001657899299114121,-4.1027247707139304e-05,86.4722776706618
0.92,0.4553076923076923,-0.017560191538461542,0.00010667447692307723,-0.0016474843846153852,-4.282034538461532e-05,86.47167307692308
0.915,0.4584385854120619,-0.016126076555099466,2.881472576570906e-05,-0.00154044840858857,-6.092571127249759e-05,86.47058230186296
0.9126041666666667,0.46,-0.01542400833333333,-9.371843750000256e-06,-0.0014880663541666664,-6.98063864583334e-05,86.46606666666668
0.9099999999999999,0.4617922640880294,-0.01459033676225405,-5.073464671557353e-05,-0.0014226549366455458,-8.002851247082402e-05,86.46701670556851
0.9055255813953489,0.4650000000000001,-0.013102524139534864,-0.0001230715820465126,-0.0013046778279069751,-9.81659485581398e-05,86.47304232558139
0.9050000000000001,0.4653987297106563,-0.01291819029640086,-0.00013172799710656262,-0.001289815596330276,-0.0001003869669019053,86.47277734650669
0.9,0.469344116601493,-0.011076332438677578,-0.00021436433963739718,-0.0011382948240312844,-0.00012222729260575883,86.46537070742978
0.8992006065857885,0.47,-0.010770653940641231,-0.00022776099111785153,-0.0011128903182409,-0.00012582114861351836,86.46498355719238
0.895,0.4736584905660377,-0.008999092341509436,-0.0002958520798113206,-0.0009582035922641513,-0.00014560222603773583,86.47467186792453
0.8935199833472107,0.475,-0.008358744922980856,-0.0003204613590757699,-0.0009022613728143221,-0.00015275909866777678,86.4753979808493
0.89,0.47839558232931734,-0.006772649937750976,-0.000381405836746989,-0.000763585082530118,-0.00017051211686747018,86.46663014056224
0.8884013605442178,0.48,-0.0060075890476190665,-0.00040856333333333275,-0.0006949831496598657,-0.00017880553401360523,86.46561496598639
0.885,0.48364493996569474,-0.0041957618096054635,-0.000462161689536879,-0.0005243475934819874,-0.00019702778987993163,86.47476089193825
0.8837841477491344,0.485,-0.0035304364313197543,-0.00048183639053482055,-0.0004616590530973466,-0.0002037240098114658,86.47569234320892
0.88,0.4895197610294118,-0.0013572548230698363,-0.0005460596456801475,-0.00025673270404411605,-0.00022562316360294135,86.46503391544118
0.8796132494448557,0.49,-0.001122156938193946,-0.0005523747707253882,-0.00023409104907476096,-0.0002279007947816431,86.46472100296077
0.8758635863586359,0.495,0.0013776827821782064,-0.0006092122799779976,1.4424262046203499e-05,-0.0002505783998899889,86.47206501650165
0.875,0.49624208860759494,0.0020012214556962065,-0.0006218993631329115,7.754388924050675e-05,-0.0002559921305379747,86.47140601265824
0.8724867724867725,0.5,0.0038999318518518422,-0.0006575390476190474,0.0002720009312169302,-0.00027198493650793643,86.46646402116401
0.8699999999999999,0.504033180778032,0.005984809856979434,-0.0006871785692219683,0.0004925420337528635,-0.0002878883615560643,86.46923981693365
