R,a0,a2,a4,b3,b5,E
0.71,0.38,-0.00744749,-0.000245084,-0.00084766,-0.000114499,108.07
0.71,0.39,-0.00429343,-0.000361347,-0.000569795,-0.000150558,107.067
0.71,0.4,-0.000872696,-0.000461369,-0.000248114,-0.000185898,106.172
0.71,0.41,0.00282331,-0.000541312,0.000120981,-0.000219481,105.376
0.71,0.42,0.00680596,-0.000596979,0.000541744,-0.000250064,104.673
0.71,0.43,0.0110848,-0.000623747,0.00101839,-0.000276166,104.057
0.71,0.44,0.0156707,-0.000616548,0.00155558,-0.000296033,103.523
0.71,0.45,0.020575,-0.000569809,0.00215833,-0.000307594,103.065
0.71,0.46,0.0258097,-0.000477394,0.00283204,-0.000308418,102.679
0.71,0.47,0.0313873,-0.000332546,0.00358248,-0.000295663,102.36
0.71,0.48,0.0373212,-0.000127814,0.00441586,-0.000266017,102.104
0.71,0.49,0.0436251,0.000145015,0.00533875,-0.000215646,101.908
0.71,0.5,0.0503139,0.00049499,0.00635816,-0.000140136,101.767
0.71,0.51,0.0574029,0.000932055,0.00748151,-3.44363e-05,101.678
0.71,0.52,0.0649081,0.0014671,0.00871659,0.000107177,101.639
0.71,0.53,0.072846,0.00211194,0.0100715,0.000291126,101.646
0.71,0.54,0.0812334,0.00287932,0.0115548,0.000524521,101.696
0.71,0.55,0.0900866,0.00378267,0.0131751,0.000815091,101.785
0.71,0.56,0.0994208,0.00483584,0.0149409,0.00117104,101.913
0.71,0.57,0.109249,0.00605254,0.0168608,0.00160078,102.076
0.71,0.58,0.119578,0.00744551,0.0189423,0.00211254,102.271
0.71,0.59,0.130409,0.00902537,0.0211919,0.00271374,102.497
0.71,0.6,0.141732,0.0107992,0.0236137,0.00341028,102.752
0,0,0,0,0,0,0
0.72,0.26,0.00802601,-0.00442199,-0.00274293,0.0300734,339.935
0.72,0.27,-0.0077423,-0.00305819,-0.00079548,0.0218933,233.977
0.72,0.28,-0.0219855,-0.00130207,-0.00119632,0.0124915,157.682
0.72,0.29,-0.0259429,0.00111193,-0.00190281,0.000150745,122.478
0.72,0.3,-0.0248976,0.000977672,-0.00189603,0.000133487,120.016
0.72,0.31,-0.0236604,0.000836841,-0.0018703,0.000113294,117.776
0.72,0.32,-0.0222248,0.000690954,-0.0018237,9.02262e-05,115.738
0.72,0.33,-0.0205843,0.000541693,-0.00175423,6.43959e-05,113.884
0.72,0.34,-0.0187322,0.000390922,-0.00165971,3.59744e-05,112.199
0.72,0.35,-0.0166613,0.000240691,-0.00153788,5.19999e-06,110.669
0.72,0.36,-0.0143644,9.32564e-05,-0.00138629,-2.76118e-05,109.282
0.72,0.37,-0.0118341,-4.89099e-05,-0.00120234,-6.20575e-05,108.028
0.72,0.38,-0.00906245,-0.000183099,-0.000983229,-9.76321e-05,106.895
0.72,0.39,-0.00604138,-0.000306346,-0.000725971,-0.000133713,105.877
0.72,0.4,-0.00276241,-0.00041541,-0.000427345,-0.000169544,104.965
0.72,0.41,0.000782485,-0.000506737,-8.40152e-05,-0.000204211,104.151
0.72,0.42,0.00460411,-0.000576467,0.000307983,-0.000236622,103.43
0.72,0.43,0.00871135,-0.000620341,0.000752541,-0.000265476,102.795
0.72,0.44,0.0131143,-0.000633706,0.00125397,-0.00028923,102.24
0.72,0.45,0.0178236,-0.000611462,0.0018169,-0.000306067,101.762
0.72,0.46,0.0228503,-0.000548008,0.0024463,-0.000313855,101.356
0.72,0.47,0.028206,-0.000437195,0.0031475,-0.000310099,101.016
0.72,0.48,0.0339029,-0.000272262,0.00392617,-0.000291899,100.739
0.72,0.49,0.0399538,-4.57753e-05,0.00478838,-0.000255894,100.522
0.72,0.5,0.0463721,0.000250433,0.00574054,-0.000198214,100.36
0.72,0.51,0.0531718,0.000625326,0.00678945,-0.000114427,100.251
0.72,0.52,0.0603674,0.00108871,0.00794224,4.99907e-07,100.191
0.72,0.53,0.067974,0.00165125,0.00920637,0.000152234,100.177
0.72,0.54,0.0760068,0.00232447,0.0105896,0.000347084,100.207
0.72,0.55,0.0844812,0.00312065,0.0120998,0.000591971,100.278
0.72,0.56,0.0934115,0.00405261,0.0137451,0.00089434,100.387
0.72,0.57,0.102811,0.00513341,0.0155333,0.001262,100.532
0.72,0.58,0.112689,0.00637572,0.017472,0.00170284,100.71
0.72,0.59,0.123051,0.00779107,0.0195679,0.00222444,100.92
0.72,0.6,0.133895,0.00938867,0.0218263,0.00283346,101.16
0.73,0.25,0.0171259,-0.00518277,-0.0196563,0.0377073,475.249
0.73,0.26,0.00557312,-0.00407457,-0.00201865,0.0285931,317.606
0.73,0.27,-0.0106922,-0.00270271,-0.000699946,0.0205416,219.399
0.73,0.28,-0.0244747,-0.000701676,-0.00135698,0.0100796,144.95
0.73,0.29,-0.0266552,0.00117812,-0.00192838,0.000158846,121.457
0.73,0.3,-0.0256799,0.00104654,-0.001928,0.000142673,118.991
0.73,0.31,-0.0245177,0.000907958,-0.0019096,0.000123594,116.745
0.73,0.32,-0.0231624,0.000763785,-0.00187137,0.000101653,114.7
0.73,0.33,-0.0216079,0.000615593,-0.00181137,7.69393e-05,112.837
0.73,0.34,-0.0198475,0.000465119,-0.00172758,4.95942e-05,111.142
0.73,0.35,-0.0178746,0.00031428,-0.00161783,1.98213e-05,109.601
0.73,0.36,-0.0156824,0.000165176,-0.00147984,-1.21069e-05,108.202
0.73,0.37,-0.0132636,2.01121e-05,-0.00131116,-4.58389e-05,106.934
0.73,0.38,-0.0106108,-0.000118392,-0.00110917,-8.09326e-05,105.787
0.73,0.39,-0.00771645,-0.000247581,-0.000871068,-0.000116842,104.754
0.73,0.4,-0.00457243,-0.000364446,-0.00059385,-0.0001529,103.825
0.73,0.41,-0.00117044,-0.000465705,-0.000274295,-0.000188302,102.995
0.73,0.42,0.00249733,-0.000547765,9.09229e-05,-0.000222087,102.256
0.73,0.43,0.00644163,-0.000606724,0.000505783,-0.000253108,101.603
0.73,0.44,0.0106711,-0.000638289,0.000974152,-0.000280008,101.031
0.73,0.45,0.0151956,-0.000637777,0.00150031,-0.000301187,100.533
0.73,0.46,0.0200255,-0.000600061,0.00208885,-0.000314768,100.107
0.73,0.47,0.0251715,-0.000519526,0.00274468,-0.000318562,99.7476
0.73,0.48,0.030645,-0.000390016,0.00347304,-0.00031002,99.4508
0.73,0.49,0.0364576,-0.00020478,0.00427949,-0.000286189,99.2132
0.73,0.5,0.0426217,4.35807e-05,0.00516994,-0.000243671,99.0313
0.73,0.51,0.04915,0.00036317,0.00615064,-0.000178573,98.9018
0.73,0.52,0.0560559,0.000762842,0.00722812,-8.64628e-05,98.8219
0.73,0.53,0.063353,0.00125223,0.00840923,3.76587e-05,98.7884
0.73,0.54,0.0710553,0.00184177,0.00970108,0.000199381,98.7989
0.73,0.55,0.0791769,0.00254262,0.011111,0.000404875,98.8506
0.73,0.56,0.0877314,0.00336658,0.0126463,0.000660848,98.9412
0.73,0.57,0.0967315,0.00432584,0.0143145,0.000974441,99.0682
0.73,0.58,0.106188,0.00543263,0.0161228,0.00135305,99.2296
0.73,0.59,0.116109,0.00669861,0.0180778,0.00180404,99.4234
0.73,0.6,0.126495,0.00813409,0.0201853,0.00233434,99.6476
0.74,0.25,0.0160225,-0.00500072,-0.0154401,0.0366335,451.6
0.74,0.26,0.00303344,-0.00373962,-0.00150862,0.0272037,297.696
0.74,0.27,-0.0135601,-0.0023466,-0.000657679,0.0191794,205.814
0.74,0.28,-0.0267709,3.77721e-05,-0.00157582,0.0069217,132.726
0.74,0.29,-0.0273419,0.00124316,-0.00195183,0.000166551,120.493
0.74,0.3,-0.0264336,0.00111435,-0.00195744,0.000151427,118.023
0.74,0.31,-0.0253431,0.000978156,-0.0019459,0.000133435,115.771
0.74,0.32,-0.0240648,0.000835889,-0.00191546,0.000112599,113.719
0.74,0.33,-0.0225923,0.000689022,-0.00186432,8.89899e-05,111.848
0.74,0.34,-0.0209197,0.00053918,-0.00179054,6.27235e-05,110.144
0.74,0.35,-0.0190405,0.000388153,-0.00169208,3.39727e-05,108.592
0.74,0.36,-0.0169482,0.000237904,-0.00156677,2.97221e-06,107.182
0.74,0.37,-0.0146359,9.05811e-05,-0.00141233,-2.99721e-05,105.901
0.74,0.38,-0.0120966,-5.14653e-05,-0.00122628,-6.4473e-05,104.741
0.74,0.39,-0.00932297,-0.000185671,-0.001006,-0.00010005,103.694
0.74,0.4,-0.00630753,-0.000309241,-0.000748696,-0.000136117,102.75
0.74,0.41,-0.00304238,-0.000419124,-0.000451345,-0.000171964,101.904
0.74,0.42,0.000479776,-0.000511993,-0.000110867,-0.00020674,101.149
0.74,0.43,0.00426919,-0.000584243,0.000276459,-0.000239436,100.479
0.74,0.44,0.00833389,-0.000631912,0.000714209,-0.000268854,99.889
0.74,0.45,0.0126831,-0.000650688,0.00120635,-0.000293582,99.3738
0.74,0.46,0.0173265,-0.000635863,0.00175714,-0.000311968,98.9291
0.74,0.47,0.0222741,-0.000582294,0.0023711,-0.000322082,98.5507
0.74,0.48,0.0275363,-0.000484357,0.00305307,-0.000321678,98.2348
0.74,0.49,0.0331241,-0.000335902,0.00380818,-0.000308162,97.9779
0.74,0.5,0.0390487,-0.000130204,0.00464188,-0.000278541,97.7765
0.74,0.51,0.0453219,0.000140088,0.00555992,-0.000229388,97.6276
0.74,0.52,0.0519559,0.00048299,0.00656831,-0.0001568,97.5282
0.74,0.53,0.0589631,0.000907225,0.00767336,-5.63619e-05,97.4755
0.74,0.54,0.0663564,0.00142224,0.0088816,7.68741e-05,97.4669
0.74,0.55,0.0741487,0.00203817,0.0101998,0.000248399,97.4999
0.74,0.56,0.0823526,0.00276582,0.0116347,0.000464223,97.5721
0.74,0.57,0.0909803,0.00361646,0.0131933,0.000730822,97.6813
0.74,0.58,0.100043,0.00460163,0.0148823,0.00105501,97.8255
0.74,0.59,0.109549,0.00573271,0.0167083,0.00144377,98.0026
0.74,0.6,0.119503,0.00702036,0.018677,0.00190392,98.2108
0.75,0.25,0.0146661,-0.00478233,-0.0109874,0.0353899,426.406
0.75,0.26,0.000432046,-0.00341806,-0.00113762,0.0258903,279.821
0.75,0.27,-0.0163352,-0.00198415,-0.00066078,0.0177852,193.05
0.75,0.28,-0.0286766,0.00142419,-0.00194739,0.000185186,122.294
0.75,0.29,-0.0280043,0.00130705,-0.00197336,0.000173879,119.58
0.75,0.3,-0.0271602,0.00118109,-0.00198456,0.000159771,117.107
0.75,0.31,-0.0261385,0.00104739,-0.00197942,0.000142834,114.85
0.75,0.32,-0.0249337,0.000907187,-0.00195628,0.000123079,112.792
0.75,0.33,-0.02354,0.000761867,-0.00191341,0.000100559,110.913
0.75,0.34,-0.0219513,0.000612947,-0.00184898,7.53668e-05,109.2
0.75,0.35,-0.0201617,0.000462101,-0.00176106,4.76493e-05,107.639
0.75,0.36,-0.0181648,0.000311166,-0.00164761,1.76078e-05,106.218
0.75,0.37,-0.0159542,0.000162148,-0.00150645,-1.44917e-05,104.926
0.75,0.38,-0.0135232,1.72427e-05,-0.00133527,-4.83101e-05,103.754
0.75,0.39,-0.0108649,-0.000121161,-0.00113161,-8.34254e-05,102.693
0.75,0.4,-0.00797211,-0.000250457,-0.00089284,-0.00011932,101.736
0.75,0.41,-0.00483738,-0.000367811,-0.000616149,-0.000155367,100.875
0.75,0.42,-0.00145299,-0.000470138,-0.000298529,-0.000190815,100.105
0.75,0.43,0.0021881,-0.000554077,6.30879e-05,-0.00022477,99.4185
0.75,0.44,0.00609614,-0.000615988,0.000472435,-0.000256175,98.8118
0.75,0.45,0.0102789,-0.000651883,0.000933057,-0.000283782,98.2795
0.75,0.46,0.0147453,-0.000657427,0.00144889,-0.000306131,97.8172
0.75,0.47,0.0195048,-0.000627894,0.00202413,-0.000321518,97.421
0.75,0.48,0.0245671,-0.000558133,0.00266326,-0.000327964,97.0869
0.75,0.49,0.0299422,-0.000442522,0.00337101,-0.000323178,96.8115
0.75,0.5,0.0356408,-0.000274928,0.00415241,-0.000304525,96.5915
0.75,0.51,0.0416735,-4.86656e-05,0.00501277,-0.000268981,96.4239
0.75,0.52,0.0480516,0.000243547,0.00595764,-0.000213103,96.3057
0.75,0.53,0.0547866,0.000609623,0.00699282,-0.000132991,96.2343
0.75,0.54,0.0618902,0.00105813,0.00812435,-2.42629e-05,96.2072
0.75,0.55,0.0693742,0.00159829,0.00935843,0.00011796,96.2218
0.75,0.56,0.0772503,0.00223994,0.0107014,0.000299049,96.276
0.75,0.57,0.0855302,0.00299346,0.0121597,0.000524838,96.3675
0.75,0.58,0.0942242,0.0038696,0.0137396,0.000801548,96.4944
0.75,0.59,0.103342,0.00487921,0.0154473,0.00113566,96.6547
0.75,0.6,0.112889,0.00603285,0.0172885,0.00153371,96.8467
0.76,0.25,0.0129998,-0.00451671,-0.0070622,0.0339226,399.44
0.76,0.26,-0.00220301,-0.00310936,-0.000864796,0.0246382,263.653
0.76,0.27,-0.019011,-0.00160938,-0.000703835,0.016334,180.973
0.76,0.28,-0.0292585,0.0014838,-0.00196258,0.000191221,121.433
0.76,0.29,-0.0286438,0.0013698,-0.0019931,0.000180848,118.718
0.76,0.3,-0.0278613,0.00124673,-0.00200954,0.000167721,116.241
0.76,0.31,-0.0269055,0.00111561,-0.00201039,0.000151809,113.98
0.76,0.32,-0.0257712,0.000977616,-0.00199408,0.000133109,111.916
0.76,0.33,-0.0244528,0.000834032,-0.00195895,0.000111658,110.03
0.76,0.34,-0.0229445,0.000686285,-0.00190327,8.75312e-05,108.31
0.76,0.35,-0.0212405,0.000535943,-0.00182521,6.08508e-05,106.74
0.76,0.36,-0.019335,0.000384725,-0.00172283,3.17893e-05,105.308
0.76,0.37,-0.0172217,0.000234511,-0.00159408,5.7744e-07,104.006
0.76,0.38,-0.0148942,8.73513e-05,-0.00143679,-3.24879e-05,102.822
0.76,0.39,-0.012346,-5.45208e-05,-0.00124863,-6.70355e-05,101.749
0.76,0.4,-0.00957022,-0.000188676,-0.00102715,-0.000102608,100.778
0.76,0.41,-0.00655991,-0.000312473,-0.000769705,-0.000138653,99.9036
0.76,0.42,-0.00330771,-0.000423042,-0.00047349,-0.000174503,99.1186
0.76,0.43,0.000192938,-0.000517257,-0.000135654,-0.000209366,98.4175
0.76,0.44,0.00395183,-0.000591755,0.000247302,-0.000242308,97.7951
0.76,0.45,0.00797618,-0.00064284,0.000678665,-0.000272224,97.2467
0.76,0.46,0.0122744,-0.000666511,0.00116209,-0.000297821,96.7678
0.76,0.47,0.0168554,-0.000658417,0.00170147,-0.000317591,96.3546
0.76,0.48,0.0217281,-0.000613823,0.00230095,-0.000329786,96.0032
0.76,0.49,0.0269019,-0.000527575,0.00296492,-0.000332383,95.7102
0.76,0.5,0.0323866,-0.000394066,0.00369804,-0.000323051,95.4724
0.76,0.51,0.0381922,-0.000207195,0.00450519,-0.000299122,95.2868
0.76,0.52,0.0443291,3.96723e-05,0.00539151,-0.000257551,95.1505
0.76,0.53,0.0508077,0.000353731,0.00636239,-0.000194892,95.0611
0.76,0.54,0.057639,0.00074277,0.00742337,-0.00010726,95.0159
0.76,0.55,0.0648337,0.00121518,0.0085802,9.67597e-06,95.0126
0.76,0.56,0.0724028,0.00177992,0.00983875,0.00016071,95.0491
0.76,0.57,0.0803569,0.00244653,0.011205,0.000351077,95.1232
0.76,0.58,0.0887061,0.00322492,0.0126848,0.000586414,95.233
0.76,0.59,0.0974595,0.00412531,0.014284,0.000872673,95.3766
0.76,0.6,0.106624,0.00515785,0.0160082,0.00121599,95.5524
0.77,0.25,0.0111392,-0.00422678,-0.00454111,0.0323681,373.125
0.77,0.26,-0.00484548,-0.00281178,-0.000665804,0.023433,248.917
0.77,0.27,-0.021584,-0.0012156,-0.000783563,0.0147944,169.472
0.77,0.28,-0.0298213,0.00154227,-0.00197645,0.000196957,120.619
0.77,0.29,-0.0292617,0.00143141,-0.00201122,0.000187477,117.902
0.77,0.3,-0.0285382,0.00131126,-0.00203256,0.000175298,115.423
0.77,0.31,-0.0276457,0.0011828,-0.00203902,0.000160378,113.158
0.77,0.32,-0.0265789,0.00104713,-0.0020291,0.000142705,111.088
0.77,0.33,-0.0253326,0.00090544,-0.00200122,0.000122301,109.196
0.77,0.34,-0.0239013,0.000759081,-0.00195373,9.92263e-05,107.468
0.77,0.35,-0.0222794,0.000609524,-0.00188489,7.35805e-05,105.89
0.77,0.36,-0.0204613,0.000458378,-0.00179287,4.55111e-05,104.449
0.77,0.37,-0.018441,0.000307407,-0.00167573,1.5218e-05,103.137
0.77,0.38,-0.0162125,0.000158529,-0.00153141,-1.70394e-05,101.942
0.77,0.39,-0.0137695,1.38348e-05,-0.00135774,-5.09342e-05,100.857
0.77,0.4,-0.0111056,-0.000124407,-0.0011524,-8.6063e-05,99.8743
0.77,0.41,-0.0082141,-0.00025373,-0.000912913,-0.000121935,98.9867
0.77,0.42,-0.00508805,-0.000371462,-0.000636651,-0.000157962,98.188
0.77,0.43,-0.00172031,-0.000474701,-0.00032081,-0.000193439,97.4727
0.77,0.44,0.00189545,-0.000560296,3.74382e-05,-0.000227536,96.8355
0.77,0.45,0.00576899,-0.000624853,0.000441602,-0.000259276,96.2718
0.77,0.46,0.00990726,-0.000664657,0.000894928,-0.000287512,95.7773
0.77,0.47,0.0143185,-0.000675691,0.00140104,-0.000310907,95.3479
0.77,0.48,0.0190111,-0.000653592,0.00196377,-0.000327913,94.98
0.77,0.49,0.023994,-0.000593624,0.0025872,-0.000336738,94.6702
0.77,0.5,0.0292761,-0.000490643,0.00327564,-0.00033532,94.4154
0.77,0.51,0.0348668,-0.000339066,0.00403362,-0.000321299,94.2126
0.77,0.52,0.0407757,-0.000132833,0.00486591,-0.00029198,94.059
0.77,0.53,0.0470125,0.000134618,0.00577745,-0.00024431,93.9521
0.77,0.54,0.0535872,0.000470383,0.00677342,-0.000174847,93.8895
0.77,0.55,0.0605097,0.000882101,0.00785913,-7.97418e-05,93.8688
0.77,0.56,0.0677903,0.00137796,0.00904002,4.52781e-05,93.888
0.77,0.57,0.0754388,0.00196667,0.0103216,0.000204901,93.945
0.77,0.58,0.0834647,0.00265738,0.0117094,0.00040421,94.038
0.77,0.59,0.0918767,0.00345959,0.0132089,0.00064863,94.1651
0.77,0.6,0.100683,0.00438291,0.0148254,0.000943834,94.3246
0.78,0.25,0.0091913,-0.00393598,-0.0031072,0.0308785,349.361
0.78,0.26,-0.0074733,-0.00252263,-0.000524981,0.0222612,235.381
0.78,0.27,-0.0240527,-0.000794446,-0.000898882,0.0131218,158.464
0.78,0.28,-0.0303658,0.00159962,-0.0019891,0.000202405,119.85
0.78,0.29,-0.0298591,0.00149188,-0.00202785,0.000193785,117.132
0.78,0.3,-0.0291923,0.00137469,-0.00205377,0.000182519,114.649
0.78,0.31,-0.0283604,0.00124895,-0.00206548,0.000168559,112.38
0.78,0.32,-0.0273584,0.00111568,-0.00206155,0.000151884,110.306
0.78,0.33,-0.0261813,0.000976024,-0.00204046,0.000132504,108.408
0.78,0.34,-0.0248238,0.000831241,-0.00200064,0.000110463,106.673
0.78,0.35,-0.0232805,0.000682712,-0.00194045,8.58446e-05,105.087
0.78,0.36,-0.0215461,0.00053195,-0.00185813,5.87722e-05,103.638
0.78,0.37,-0.0196149,0.000380609,-0.00175186,2.94189e-05,102.316
0.78,0.38,-0.0174811,0.000230488,-0.00161969,-1.98868e-06,101.111
0.78,0.39,-0.0151388,8.35455e-05,-0.00145956,-3.51631e-05,100.015
0.78,0.4,-0.0125818,-5.80947e-05,-0.0012693,-6.97479e-05,99.021
0.78,0.41,-0.00980377,-0.000192128,-0.00104658,-0.000105309,98.1212
0.78,0.42,-0.00679819,-0.00031606,-0.000788945,-0.000141322,97.3096
0.78,0.43,-0.00355827,-0.000427185,-0.000493757,-0.000177163,96.5809
0.78,0.44,-7.69944e-05,-0.000522576,-0.000158223,-0.000212094,95.9298
0.78,0.45,0.00365172,-0.000599061,0.000220452,-0.000245246,95.3517
0.78,0.46,0.00763759,-0.000653219,0.000645784,-0.000275601,94.8422
0.78,0.47,0.0118873,-0.000681321,0.00112097,-0.000301973,94.3975
0.78,0.48,0.0164087,-0.00067934,0.00164959,-0.000322987,94.014
0.78,0.49,0.0212102,-0.00064291,0.00223542,-0.000337054,93.6882
0.78,0.5,0.0263001,-0.000567301,0.00288247,-0.000342346,93.4171
0.78,0.51,0.0316871,-0.000447387,0.00359493,-0.00033677,93.1978
0.78,0.52,0.0373801,-0.000277621,0.00437722,-0.000317939,93.0276
0.78,0.53,0.0433883,-5.20011e-05,0.00523394,-0.000283145,92.9039
0.78,0.54,0.0497207,0.000235952,0.00616988,-0.000229333,92.8245
0.78,0.55,0.0563867,0.000593214,0.00718996,-0.000153082,92.787
0.78,0.56,0.0633957,0.00102726,0.00829925,-5.05861e-05,92.7894
0.78,0.57,0.0707567,0.00154606,0.00950287,8.23488e-05,92.8298
0.78,0.58,0.0784788,0.00215802,0.010806,0.000250294,92.9062
0.78,0.59,0.0865703,0.00287193,0.0122137,0.000458164,93.0169
0.78,0.6,0.0950386,0.0036968,0.013731,0.000711159,93.1604
0.79,0.25,0.00716771,-0.00365042,-0.00223082,0.0294863,328.216
0.79,0.26,-0.0100693,-0.00223871,-0.000431653,0.0211096,222.85
0.79,0.27,-0.0264173,-0.000333623,-0.00105171,0.0112439,147.882
0.79,0.28,-0.0308929,0.00165585,-0.00200062,0.000207581,119.123
